Entry	Gene names  (primary )	Entry name	Gene ontology IDs	Organism	Gene names
P15034	pepP	AMPP_ECOLI	GO:0004177; GO:0005829; GO:0030145; GO:0008237	Escherichia coli (strain K12)	pepP b2908 JW2876
P69681	amtB	AMTB_ECOLI	GO:0008519; GO:0015696; GO:0015670; GO:0005887; GO:0005886; GO:0015292	Escherichia coli (strain K12)	amtB ybaG b0451 JW0441
P25718	malS	AMY1_ECOLI	GO:0004556; GO:0030980; GO:0005509; GO:0051692; GO:0030288; GO:0042597	Escherichia coli (strain K12)	malS b3571 JW3543
P26612	amyA	AMY2_ECOLI	GO:0004556; GO:0005509; GO:0005975; GO:0005737	Escherichia coli (strain K12)	amyA yedC b1927 JW1912
C4ZYA3	anmK	ANMK_ECOBW	GO:0097175; GO:0005524; GO:0006040; GO:0005975; GO:0016301; GO:0009254; GO:0016773	Escherichia coli (strain K12 / MC4100 / BW2952)	anmK BWG_1455
B1XFV2	anmK	ANMK_ECODH	GO:0097175; GO:0005524; GO:0006040; GO:0005975; GO:0016301; GO:0009254; GO:0016773	Escherichia coli (strain K12 / DH10B)	anmK ECDH10B_1774
P77570	anmK	ANMK_ECOLI	GO:0097175; GO:0005524; GO:0006040; GO:0005975; GO:0016301; GO:0009254; GO:0016773	Escherichia coli (strain K12)	anmK ydhH b1640 JW1632
P77610	ansP	ANSP_ECOLI	GO:1902475; GO:0015179; GO:0015807; GO:0003333; GO:0015297; GO:0005887; GO:0005886	Escherichia coli (strain K12)	ansP yncF b1453 JW5234
C4ZPX6	apaG	APAG_ECOBW		Escherichia coli (strain K12 / MC4100 / BW2952)	apaG BWG_0048
B1XC51	apaG	APAG_ECODH		Escherichia coli (strain K12 / DH10B)	apaG ECDH10B_0051
P62672	apaG	APAG_ECOLI		Escherichia coli (strain K12)	apaG b0050 JW0049
C4ZPX5	apaH	APAH_ECOBW	GO:0008803	Escherichia coli (strain K12 / MC4100 / BW2952)	apaH BWG_0047
B1XC50	apaH	APAH_ECODH	GO:0008803	Escherichia coli (strain K12 / DH10B)	apaH ECDH10B_0050
P05637	apaH	APAH_ECOLI	GO:0008803; GO:0008796; GO:0015949	Escherichia coli (strain K12)	apaH b0049 JW0048
P0AF08	mrp	APBC_ECOLI	GO:0005524; GO:0005829	Escherichia coli (strain K12)	mrp b2113 JW2100
P0AB85	apbE	APBE_ECOLI	GO:0046872; GO:0005886; GO:0017013; GO:0016740	Escherichia coli (strain K12)	apbE yojK yojL b2214 JW5368
P0AE22	aphA	APHA_ECOLI	GO:0003993; GO:0048037; GO:0016311; GO:0046872; GO:0030288; GO:0004647	Escherichia coli (strain K12)	aphA napA yjbP b4055 JW4015
P26458	appB	APPB_ECOLI	GO:0019646; GO:0070069; GO:0009055; GO:0016021; GO:0046872; GO:0006119; GO:0016682; GO:0005886	Escherichia coli (strain K12)	appB cbdB cyxB b0979 JW0961
P05052	appY	APPY_ECOLI	GO:0016036; GO:0000987; GO:0005829; GO:0045893; GO:0003700; GO:0006351	Escherichia coli (strain K12)	appY b0564 JW0553
P26459	appC	APPC_ECOLI	GO:0019646; GO:0070069; GO:0009055; GO:0016021; GO:0016020; GO:0046872; GO:0006119; GO:0016682; GO:0005886	Escherichia coli (strain K12)	appC cbdA cyxA b0978 JW0960
P24244	appX	APPX_ECOLI	GO:0009279; GO:0016021; GO:0005886	Escherichia coli (strain K12)	appX yccB b4592 JW0961.1 b0979.1
P69503	apt	APT_ECOLI	GO:0044209; GO:0003999; GO:0006168; GO:0005829; GO:0042802; GO:0000287	Escherichia coli (strain K12)	apt b0469 JW0458
C4ZUS3	apt	APT_ECOBW	GO:0044209; GO:0003999; GO:0006168; GO:0005737	Escherichia coli (strain K12 / MC4100 / BW2952)	apt BWG_0350
B1XFQ6	apt	APT_ECODH	GO:0044209; GO:0003999; GO:0006168; GO:0005737	Escherichia coli (strain K12 / DH10B)	apt ECDH10B_0425
P60844	aqpZ	AQPZ_ECOLI	GO:0009992; GO:0015254; GO:0015793; GO:0042802; GO:0016021; GO:0005887; GO:0034220; GO:0005886; GO:0006970; GO:0015250; GO:0006833	Escherichia coli (strain K12)	aqpZ bniP b0875 JW0859
C4ZPY5	araA	ARAA_ECOBW	GO:0019569; GO:0008733; GO:0005737; GO:0030145	Escherichia coli (strain K12 / MC4100 / BW2952)	araA BWG_0058
P08202	araA	ARAA_ECOLI	GO:0019569; GO:0008733; GO:0019568; GO:0005829; GO:0030145	Escherichia coli (strain K12)	araA b0062 JW0061
P08204	araB	ARAB_ECOLI	GO:0005524; GO:0019572; GO:0019569; GO:0019568; GO:0016052; GO:0046835; GO:0005737; GO:0016773; GO:0008741	Escherichia coli (strain K12)	araB b0063 JW0062
C4ZPY6	araB	ARAB_ECOBW	GO:0005524; GO:0019569; GO:0008741	Escherichia coli (strain K12 / MC4100 / BW2952)	araB BWG_0059
P0A9E0	araC	ARAC_ECOLI	GO:0019568; GO:0000987; GO:0005829; GO:0006355; GO:0003700; GO:0006351	Escherichia coli (strain K12)	araC b0064 JW0063
P08203	araD	ARAD_ECOLI	GO:0019569; GO:0019324; GO:0008742; GO:0005829; GO:0008270	Escherichia coli (strain K12)	araD b0061 JW0060
P0AE24	araE	ARAE_ECOLI	GO:0015147; GO:0042882; GO:0015150; GO:0015756; GO:0005887; GO:0005886; GO:0015992; GO:0005351; GO:0015293	Escherichia coli (strain K12)	araE b2841 JW2809
P02924	araF	ARAF_ECOLI	GO:0042882; GO:0048029; GO:0015749; GO:0015407; GO:0030288	Escherichia coli (strain K12)	araF b1901 JW1889
P0AAF3	araG	ARAG_ECOLI	GO:0005524; GO:0016887; GO:0042882; GO:0015612; GO:0005829; GO:0005886	Escherichia coli (strain K12)	araG b1900 JW1888
P0AE26	araH	ARAH_ECOLI	GO:0008643; GO:0016021; GO:0005886; GO:0005215	Escherichia coli (strain K12)	araH b4460 JW1887
P23910	araJ	ARAJ_ECOLI	GO:0016021; GO:0005886; GO:0055085	Escherichia coli (strain K12)	araJ b0396 JW0386
P0A9Q1	arcA	ARCA_ECOLI	GO:0003677; GO:0005829; GO:0042802; GO:0045892; GO:0000156; GO:0000160; GO:0045893; GO:0006355; GO:0003700; GO:0006351	Escherichia coli (strain K12)	arcA cpxC dye fexA msp seg sfrA b4401 JW4364
P0AEC3	arcB	ARCB_ECOLI	GO:0005524; GO:0009927; GO:0016021; GO:0005622; GO:0018106; GO:0000155; GO:0000160; GO:0005886; GO:0046777; GO:0006355; GO:0023014; GO:0006351	Escherichia coli (strain K12)	arcB b3210 JW5536
P37306	arcC	ARCC_ECOLI	GO:0005524; GO:0019546; GO:0008804; GO:0035975; GO:0005829	Escherichia coli (strain K12)	arcC ybcF b0521 JW0510
P0AAE5	ydgI	ARCD_ECOLI	GO:1902475; GO:0015179; GO:0015807; GO:0003333; GO:0015297; GO:0005887; GO:0005886	Escherichia coli (strain K12)	ydgI b1605 JW1597
Q46807	yqeA	ARCL_ECOLI	GO:0019546; GO:0008804; GO:0005829	Escherichia coli (strain K12)	yqeA b2874 JW2842
P77624	yahI	ARCM_ECOLI	GO:0019546; GO:0008804; GO:0005829	Escherichia coli (strain K12)	yahI b0323 JW0315
P36675	arfA	ARFA_ECOLI	GO:0072344; GO:0043023; GO:0000049	Escherichia coli (strain K12)	arfA yhdL b4550 JW3253
P40711	arfB	ARFB_ECOLI	GO:0004045; GO:0005737; GO:0072344; GO:0043022; GO:0003747	Escherichia coli (strain K12)	arfB yaeJ b0191 JW0187
P0A6C5	argA	ARGA_ECOLI	GO:0004042; GO:0006526; GO:0005737; GO:0004358	Escherichia coli (strain K12)	argA b2818 JW2786
B1XBC4	argB	ARGB_ECODH	GO:0005524; GO:0003991; GO:0006526; GO:0005737	Escherichia coli (strain K12 / DH10B)	argB ECDH10B_4147
C5A0Q8	argB	ARGB_ECOBW	GO:0005524; GO:0003991; GO:0006526; GO:0005737	Escherichia coli (strain K12 / MC4100 / BW2952)	argB BWG_3627
P0A6C8	argB	ARGB_ECOLI	GO:0005524; GO:0003991; GO:0006526; GO:0006974; GO:0005737	Escherichia coli (strain K12)	argB b3959 JW5553
P11446	argC	ARGC_ECOLI	GO:0003942; GO:0051287; GO:0006526; GO:0005737	Escherichia coli (strain K12)	argC b3958 JW3930
P18335	argD	ARGD_ECOLI	GO:0003992; GO:0006526; GO:0042450; GO:0005829; GO:0042802; GO:0033359; GO:0030170; GO:0009016	Escherichia coli (strain K12)	argD dapC dtu b3359 JW3322
B1XBC2	argE	ARGE_ECODH	GO:0008777; GO:0006526; GO:0050897; GO:0005737; GO:0008237; GO:0008270	Escherichia coli (strain K12 / DH10B)	argE ECDH10B_4145
C5A0C3	argE	ARGE_ECOBW	GO:0008777; GO:0006526; GO:0050897; GO:0005737; GO:0008237; GO:0008270	Escherichia coli (strain K12 / MC4100 / BW2952)	argE BWG_3625
P23908	argE	ARGE_ECOLI	GO:0008777; GO:0006526; GO:0050897; GO:0005737; GO:0008237; GO:0008270	Escherichia coli (strain K12)	argE b3957 JW3929
P27254	argK	ARGK_ECOLI	GO:0005524; GO:0005525; GO:0003924; GO:0005622; GO:0000155	Escherichia coli (strain K12)	argK ygfD b2918 JW2885
P11667	argO	ARGO_ECOLI	GO:1902023; GO:1903826; GO:0015181; GO:0005887; GO:0005886	Escherichia coli (strain K12)	argO yggA b2923 JW2890
B1XEK1	argP	ARGP_ECODH	GO:0003677; GO:0003700; GO:0006351	Escherichia coli (strain K12 / DH10B)	argP iciA ECDH10B_3091
C5A0I6	argP	ARGP_ECOBW	GO:0003677; GO:0003700; GO:0006351	Escherichia coli (strain K12 / MC4100 / BW2952)	argP iciA BWG_2639
P0A8S1	argP	ARGP_ECOLI	GO:0003681; GO:0032297; GO:0045892; GO:0045893; GO:0043565; GO:0003700; GO:0006351	Escherichia coli (strain K12)	argP iciA b2916 JW2883
C4ZSX5	argR	ARGR_ECOBW	GO:0003677; GO:0034618; GO:0006526; GO:0005737; GO:0051259; GO:0003700; GO:0006351	Escherichia coli (strain K12 / MC4100 / BW2952)	argR BWG_2938
B1XHL0	argR	ARGR_ECODH	GO:0003677; GO:0034618; GO:0006526; GO:0005737; GO:0051259; GO:0003700; GO:0006351	Escherichia coli (strain K12 / DH10B)	argR ECDH10B_3414
P0A6D0	argR	ARGR_ECOLI	GO:0034618; GO:0006526; GO:0005737; GO:2000143; GO:0042150; GO:0051259; GO:0003700; GO:0044212; GO:0006351	Escherichia coli (strain K12)	argR xerA b3237 JW3206
P09551	argT	ARGT_ECOLI	GO:0006865; GO:0030288; GO:0005215	Escherichia coli (strain K12)	argT b2310 JW2307
B1XA53	ariR	ARIR_ECODH	GO:0003677; GO:0071229	Escherichia coli (strain K12 / DH10B)	ariR ECDH10B_1215
P75993	ariR	ARIR_ECOLI	GO:0003677; GO:0071229; GO:0042542; GO:0044010	Escherichia coli (strain K12)	ariR ymgB b1166 JW1153
C5A0Q9	argH	ARLY_ECOBW	GO:0042450; GO:0004056; GO:0005737	Escherichia coli (strain K12 / MC4100 / BW2952)	argH BWG_3628
B1XBC5	argH	ARLY_ECODH	GO:0042450; GO:0004056; GO:0005737	Escherichia coli (strain K12 / DH10B)	argH ECDH10B_4148
P11447	argH	ARLY_ECOLI	GO:0006526; GO:0042450; GO:0004056; GO:0005829; GO:0051262	Escherichia coli (strain K12)	argH b3960 JW3932
C4ZU97	arnA	ARNA_ECOBW	GO:0050662; GO:0016742; GO:0009245; GO:0009103; GO:0016616; GO:0046677	Escherichia coli (strain K12 / MC4100 / BW2952)	arnA BWG_2028
P77398	arnA	ARNA_ECOLI	GO:0070403; GO:0033320; GO:0048040; GO:0016742; GO:0009245; GO:0009103; GO:0016616; GO:0046677	Escherichia coli (strain K12)	arnA pmrI yfbG b2255 JW2249
B1X8W8	arnA	ARNA_ECODH	GO:0050662; GO:0016742; GO:0009245; GO:0009103; GO:0016616; GO:0046677	Escherichia coli (strain K12 / DH10B)	arnA ECDH10B_2415
C4ZU95	arnB	ARNB_ECOBW	GO:0009245; GO:0009103; GO:0046677; GO:0008483	Escherichia coli (strain K12 / MC4100 / BW2952)	arnB BWG_2026
B1X8W6	arnB	ARNB_ECODH	GO:0009245; GO:0009103; GO:0046677; GO:0008483	Escherichia coli (strain K12 / DH10B)	arnB ECDH10B_2413
P77690	arnB	ARNB_ECOLI	GO:0005737; GO:0009245; GO:0009103; GO:0030170; GO:0046677; GO:0008483	Escherichia coli (strain K12)	arnB pmrH yfbE b2253 JW5372
C4ZU96	arnC	ARNC_ECOBW	GO:0036108; GO:0016021; GO:0009245; GO:0009103; GO:0016780; GO:0005886; GO:0046677; GO:0016757	Escherichia coli (strain K12 / MC4100 / BW2952)	arnC BWG_2027
P77757	arnC	ARNC_ECOLI	GO:0036108; GO:0016021; GO:0009245; GO:0009103; GO:0016020; GO:0016780; GO:0005886; GO:0046677; GO:0016757	Escherichia coli (strain K12)	arnC pmrF yfbF b2254 JW2248
B1X8W7	arnC	ARNC_ECODH	GO:0036108; GO:0016021; GO:0009245; GO:0009103; GO:0016780; GO:0005886; GO:0046677; GO:0016757	Escherichia coli (strain K12 / DH10B)	arnC ECDH10B_2414
B1X8W9	arnD	ARND_ECODH	GO:0036108; GO:0016811; GO:0009245; GO:0009103; GO:0046677	Escherichia coli (strain K12 / DH10B)	arnD ECDH10B_2416
P76472	arnD	ARND_ECOLI	GO:0036108; GO:0016811; GO:0009245; GO:0009103; GO:0046677; GO:0010041	Escherichia coli (strain K12)	arnD pmrJ yfbH b2256 JW2250
Q47377	arnE	ARNE_ECOLI	GO:0005887; GO:0009245; GO:0009103; GO:0005886; GO:0010041; GO:0022891; GO:0055085; GO:0006810	Escherichia coli (strain K12)	arnE pmrL yfbW b4544 JW2252
B1X8X1	arnE	ARNE_ECODH	GO:0005887; GO:0009245; GO:0009103; GO:0022891	Escherichia coli (strain K12 / DH10B)	arnE ECDH10B_2418
B1X8X2	arnF	ARNF_ECODH	GO:0005887; GO:0009245; GO:0009103; GO:0022891	Escherichia coli (strain K12 / DH10B)	arnF ECDH10B_2419
P76474	arnF	ARNF_ECOLI	GO:0005887; GO:0009245; GO:0009103; GO:0005886; GO:0010041; GO:0022891; GO:0006810	Escherichia coli (strain K12)	arnF pmrM yfbJ b2258 JW5373
B1X8X0	arnT	ARNT_ECODH	GO:0016021; GO:0009245; GO:0009103; GO:0000030; GO:0005886; GO:0006493; GO:0016763	Escherichia coli (strain K12 / DH10B)	arnT ECDH10B_2417
P76473	arnT	ARNT_ECOLI	GO:0016021; GO:0009245; GO:0009103; GO:0000030; GO:0005886; GO:0006493; GO:0010041; GO:0016763	Escherichia coli (strain K12)	arnT pmrK yfbI b2257 JW2251
C4ZQ34	aroA	AROA_ECOBW	GO:0003866; GO:0009073; GO:0009423; GO:0005737	Escherichia coli (strain K12 / MC4100 / BW2952)	aroA BWG_0760
B1X848	aroA	AROA_ECODH	GO:0003866; GO:0009073; GO:0009423; GO:0005737	Escherichia coli (strain K12 / DH10B)	aroA ECDH10B_0978
P0A6D3	aroA	AROA_ECOLI	GO:0003866; GO:0009073; GO:0009423; GO:0005829	Escherichia coli (strain K12)	aroA b0908 JW0891
C4ZUP4	aroB	AROB_ECOBW	GO:0003856; GO:0009073; GO:0009423; GO:0005737	Escherichia coli (strain K12 / MC4100 / BW2952)	aroB BWG_3080
B1X736	aroB	AROB_ECODH	GO:0003856; GO:0009073; GO:0009423; GO:0005737	Escherichia coli (strain K12 / DH10B)	aroB ECDH10B_3564
P07639	aroB	AROB_ECOLI	GO:0003856; GO:0070403; GO:0009073; GO:0009423; GO:0005737; GO:0008270	Escherichia coli (strain K12)	aroB b3389 JW3352
B1X9K2	aroC	AROC_ECODH	GO:0009073; GO:0009423; GO:0004107	Escherichia coli (strain K12 / DH10B)	aroC ECDH10B_2491
C4ZVM2	aroC	AROC_ECOBW	GO:0009073; GO:0009423; GO:0004107	Escherichia coli (strain K12 / MC4100 / BW2952)	aroC BWG_2103
P12008	aroC	AROC_ECOLI	GO:0010181; GO:0009073; GO:0009423; GO:0004107; GO:0005829; GO:0042802	Escherichia coli (strain K12)	aroC b2329 JW2326
C4ZYF5	aroD	AROD_ECOBW	GO:0003855; GO:0009073; GO:0009423	Escherichia coli (strain K12 / MC4100 / BW2952)	aroD BWG_1507
B1XG01	aroD	AROD_ECODH	GO:0003855; GO:0009073; GO:0009423	Escherichia coli (strain K12 / DH10B)	aroD ECDH10B_1829
P05194	aroD	AROD_ECOLI	GO:0003855; GO:0009073; GO:0009423; GO:0005829; GO:0042802; GO:0046279	Escherichia coli (strain K12)	aroD b1693 JW1683
B1X6D4	aroE	AROE_ECODH	GO:0050661; GO:0009073; GO:0009423; GO:0004764; GO:0019632	Escherichia coli (strain K12 / DH10B)	aroE ECDH10B_3456
C4ZUD6	aroE	AROE_ECOBW	GO:0050661; GO:0009073; GO:0009423; GO:0004764; GO:0019632	Escherichia coli (strain K12 / MC4100 / BW2952)	aroE BWG_2972
P15770	aroE	AROE_ECOLI	GO:0050661; GO:0009073; GO:0009423; GO:0005829; GO:0000166; GO:0004764; GO:0019632	Escherichia coli (strain K12)	aroE b3281 JW3242
P00888	aroF	AROF_ECOLI	GO:0003849; GO:0009073; GO:0009423; GO:0042802	Escherichia coli (strain K12)	aroF b2601 JW2582
P0AB91	aroG	AROG_ECOLI	GO:0003849; GO:0009073; GO:0009423; GO:0005829; GO:0042802	Escherichia coli (strain K12)	aroG b0754 JW0737
P00887	aroH	AROH_ECOLI	GO:0003849; GO:0009073; GO:0009423; GO:0005737; GO:0042802	Escherichia coli (strain K12)	aroH b1704 JW1694
P0A6D7	aroK	AROK_ECOLI	GO:0005524; GO:0009073; GO:0009423; GO:0005829; GO:0000287; GO:0004765; GO:0019632	Escherichia coli (strain K12)	aroK b3390 JW5947
B1X737	aroK	AROK_ECODH	GO:0005524; GO:0009073; GO:0009423; GO:0005737; GO:0000287; GO:0004765	Escherichia coli (strain K12 / DH10B)	aroK ECDH10B_3565
B1XEX7	aroL	AROL_ECODH	GO:0005524; GO:0009073; GO:0009423; GO:0005737; GO:0000287; GO:0004765	Escherichia coli (strain K12 / DH10B)	aroL ECDH10B_0345
C4ZTE7	aroL	AROL_ECOBW	GO:0005524; GO:0009073; GO:0009423; GO:0005737; GO:0000287; GO:0004765	Escherichia coli (strain K12 / MC4100 / BW2952)	aroL BWG_0272
P0A6E1	aroL	AROL_ECOLI	GO:0005524; GO:0009073; GO:0009423; GO:0005737; GO:0000287; GO:0046872; GO:0004765; GO:0019632	Escherichia coli (strain K12)	aroL b0388 JW0379
P0AE28	aroM	AROM_ECOLI	GO:0009073	Escherichia coli (strain K12)	aroM b0390 JW0381
P15993	aroP	AROP_ECOLI	GO:0015192; GO:0015196; GO:0005302; GO:0003333; GO:0015297; GO:0005887; GO:0015823; GO:0005886; GO:0071806; GO:0009977; GO:0015827; GO:0015828	Escherichia coli (strain K12)	aroP b0112 JW0108
P23325	arpA	ARPA_ECOLI		Escherichia coli (strain K12)	arpA arp yjaC b4017 JW3977
P76205	arpB	ARPB_ECOLI		Escherichia coli (strain K12)	arpB b4494 JW5278/JW1710 b1720/b1721
P0AB93	arsB	ARSB_ECOLI	GO:0042960; GO:0015699; GO:0008490; GO:0015700; GO:0005887; GO:0005886; GO:0046685	Escherichia coli (strain K12)	arsB arsF b3502 JW3469
P0CF87	yfjU	ARSCL_ECOLI	GO:0008794; GO:0046685	Escherichia coli (strain K12)	yfjU JW2619
P0AB96	arsC	ARSC_ECOLI	GO:0008794; GO:0006974; GO:0046685	Escherichia coli (strain K12)	arsC arsG b3503 JW3470
P37309	arsR	ARSR_ECOLI	GO:0003677; GO:0005622; GO:0006355; GO:0046685; GO:0003700; GO:0006351	Escherichia coli (strain K12)	arsR arsE b3501 JW3468
P30859	artI	ARTI_ECOLI	GO:0006865; GO:0030288; GO:0042597; GO:0005215	Escherichia coli (strain K12)	artI b0863 JW0847
P18032	artA	ARTA_ECOLI		Escherichia coli (strain K12)	artA ECOK12F093
P30860	artJ	ARTJ_ECOLI	GO:1902765; GO:0016597; GO:0034618; GO:0015809; GO:0030288; GO:0042597; GO:0005215	Escherichia coli (strain K12)	artJ b0860 JW0844
P0AE30	artM	ARTM_ECOLI	GO:1902765; GO:0003333; GO:0015171; GO:0006865; GO:0005887; GO:0005886	Escherichia coli (strain K12)	artM b0861 JW0845
P0AAF6	artP	ARTP_ECOLI	GO:0005524; GO:0055052; GO:1902765; GO:0005886; GO:0015426	Escherichia coli (strain K12)	artP b0864 JW0848
P0AE34	artQ	ARTQ_ECOLI	GO:1902765; GO:0005887; GO:0005886; GO:0005215	Escherichia coli (strain K12)	artQ b0862 JW0846
P24240	ascB	ASCB_ECOLI	GO:0008706; GO:0005975	Escherichia coli (strain K12)	ascB b2716 JW2686
P24242	ascG	ASCG_ECOLI	GO:0045892; GO:0043565; GO:0003700; GO:0006351	Escherichia coli (strain K12)	ascG b2714 JW5434
P25549	aslA	ASLA_ECOLI	GO:0004065; GO:0046872; GO:0042597	Escherichia coli (strain K12)	aslA atsA b3801 JW3773
P25550	aslB	ASLB_ECOLI	GO:0051539; GO:0046872; GO:0016491; GO:0051604	Escherichia coli (strain K12)	aslB atsB b3800 JW5594
P28249	asmA	ASMA_ECOLI	GO:0042597; GO:0005886; GO:0090313	Escherichia coli (strain K12)	asmA yegA b2064 JW2049
C4ZZ22	asnA	ASNA_ECOBW	GO:0005524; GO:0070981; GO:0004812; GO:0004071; GO:0005737; GO:0006418	Escherichia coli (strain K12 / MC4100 / BW2952)	asnA BWG_3435
B1X9X2	asnA	ASNA_ECODH	GO:0005524; GO:0070981; GO:0004812; GO:0004071; GO:0005737; GO:0006418	Escherichia coli (strain K12 / DH10B)	asnA ECDH10B_3932
P00963	asnA	ASNA_ECOLI	GO:0005524; GO:0070981; GO:0004812; GO:0006529; GO:0004071; GO:0006974; GO:0005829; GO:0006418	Escherichia coli (strain K12)	asnA b3744 JW3722
P22106	asnB	ASNB_ECOLI	GO:0005524; GO:0070981; GO:0016597; GO:0006529; GO:0004066; GO:0004071; GO:0008652; GO:0009063; GO:0005737; GO:0005829; GO:0006541; GO:0042802; GO:0042803	Escherichia coli (strain K12)	asnB b0674 JW0660
P0ACI6	asnC	ASNC_ECOLI	GO:0016597; GO:0005622; GO:0045892; GO:0045893; GO:0043200; GO:0043565; GO:0003700; GO:0006351	Escherichia coli (strain K12)	asnC b3743 JW3721
P0AC38	aspA	ASPA_ECOLI	GO:0008797; GO:0006531; GO:0008652; GO:0005829; GO:0016020; GO:0051262	Escherichia coli (strain K12)	aspA b4139 JW4099
P0A962	ansA	ASPG1_ECOLI	GO:0004067; GO:0033345; GO:0005737; GO:0005829; GO:0042802	Escherichia coli (strain K12)	ansA b1767 JW1756
P00805	ansB	ASPG2_ECOLI	GO:0004067; GO:0006528; GO:0005829; GO:0042802; GO:0030288; GO:0042597; GO:0051289	Escherichia coli (strain K12)	ansB b2957 JW2924
B1XF62	asr	ASR_ECODH	GO:0042597; GO:0010447	Escherichia coli (strain K12 / DH10B)	asr ECDH10B_1730
P36560	asr	ASR_ECOLI	GO:0042597; GO:0010447; GO:0010043	Escherichia coli (strain K12)	asr b1597 JW5826
C4ZY59	asr	ASR_ECOBW	GO:0042597; GO:0010447	Escherichia coli (strain K12 / MC4100 / BW2952)	asr BWG_1411
C4ZSR2	argG	ASSY_ECOBW	GO:0005524; GO:0006526; GO:0004055; GO:0005737	Escherichia coli (strain K12 / MC4100 / BW2952)	argG BWG_2875
B1XGY3	argG	ASSY_ECODH	GO:0005524; GO:0006526; GO:0004055; GO:0005737	Escherichia coli (strain K12 / DH10B)	argG ECDH10B_3346
P0A6E4	argG	ASSY_ECOLI	GO:0005524; GO:0006526; GO:0000053; GO:0004055; GO:0005737; GO:0005829; GO:0000050	Escherichia coli (strain K12)	argG b3172 JW3140
C4ZZA3	astA	ASTA_ECOBW	GO:0008791; GO:0019544; GO:0019545	Escherichia coli (strain K12 / MC4100 / BW2952)	astA BWG_1560
B1XGK8	astA	ASTA_ECODH	GO:0008791; GO:0019544; GO:0019545	Escherichia coli (strain K12 / DH10B)	astA ECDH10B_1885
P0AE37	astA	ASTA_ECOLI	GO:0008791; GO:0019544; GO:0019545	Escherichia coli (strain K12)	astA ydjV b1747 JW1736
C4ZZA1	astB	ASTB_ECOBW	GO:0009015; GO:0019544; GO:0019545	Escherichia coli (strain K12 / MC4100 / BW2952)	astB BWG_1558
P76216	astB	ASTB_ECOLI	GO:0009015; GO:0006527; GO:0019544; GO:0019545	Escherichia coli (strain K12)	astB ydjT b1745 JW1734
B1XGK6	astB	ASTB_ECODH	GO:0009015; GO:0019544; GO:0019545	Escherichia coli (strain K12 / DH10B)	astB ECDH10B_1883
B1XGK9	astC	ASTC_ECODH	GO:0019544; GO:0019545; GO:0006593; GO:0030170; GO:0043825	Escherichia coli (strain K12 / DH10B)	astC argM ECDH10B_1886
C4ZZA4	astC	ASTC_ECOBW	GO:0019544; GO:0019545; GO:0006593; GO:0030170; GO:0043825	Escherichia coli (strain K12 / MC4100 / BW2952)	astC argM BWG_1561
P77581	astC	ASTC_ECOLI	GO:0003992; GO:0042450; GO:0006527; GO:0019544; GO:0019545; GO:0005829; GO:0042802; GO:0006593; GO:0030170; GO:0043825	Escherichia coli (strain K12)	astC argM cstC ydjW b1748 JW1737
C4ZZA2	astD	ASTD_ECOBW	GO:0019544; GO:0019545; GO:0043824	Escherichia coli (strain K12 / MC4100 / BW2952)	astD BWG_1559
B1XGK7	astD	ASTD_ECODH	GO:0019544; GO:0019545; GO:0043824	Escherichia coli (strain K12 / DH10B)	astD ECDH10B_1884
P76217	astD	ASTD_ECOLI	GO:0004029; GO:0019544; GO:0019545; GO:0043824	Escherichia coli (strain K12)	astD ydjU b1746 JW5282
C4ZZA0	astE	ASTE_ECOBW	GO:0019544; GO:0019545; GO:0016788; GO:0009017; GO:0008270	Escherichia coli (strain K12 / MC4100 / BW2952)	astE BWG_1557
P76215	astE	ASTE_ECOLI	GO:0019544; GO:0019545; GO:0016788; GO:0009017; GO:0008270	Escherichia coli (strain K12)	astE ydjS b1744 JW1733
B1XGK5	astE	ASTE_ECODH	GO:0019544; GO:0019545; GO:0016788; GO:0009017; GO:0008270	Escherichia coli (strain K12 / DH10B)	astE ECDH10B_1882
P0A951	speG	ATDA_ECOLI	GO:0006474; GO:0005737; GO:0004145; GO:0000287; GO:0006598	Escherichia coli (strain K12)	speG b1584 JW1576
P0AFP2	atl	ATL_ECOLI	GO:0006307; GO:0003824; GO:0003684; GO:0019899	Escherichia coli (strain K12)	atl ybaZ b0454 JW0444
P0ABB8	mgtA	ATMA_ECOLI	GO:0005524; GO:0098655; GO:0019829; GO:0005887; GO:0043231; GO:0015444; GO:0046872; GO:0005886	Escherichia coli (strain K12)	mgtA corB mgt b4242 JW4201
P76459	atoA	ATOA_ECOLI	GO:0008775; GO:0046459	Escherichia coli (strain K12)	atoA b2222 JW2216
Q06065	atoC	ATOC_ECOLI	GO:0005524; GO:0005737; GO:0043086; GO:0008073; GO:0000156; GO:0000160; GO:0045893; GO:0010967; GO:0043565; GO:0003700; GO:0044212; GO:0006351	Escherichia coli (strain K12)	atoC az b2220 JW2214
P76460	atoE	ATOE_ECOLI	GO:0016021; GO:0005886; GO:0006810	Escherichia coli (strain K12)	atoE b2223 JW2217
P76458	atoD	ATOD_ECOLI	GO:0008775; GO:0046459	Escherichia coli (strain K12)	atoD b2221 JW2215
Q06067	atoS	ATOS_ECOLI	GO:0005524; GO:0016021; GO:0005622; GO:0018106; GO:0000155; GO:0000160; GO:0005886; GO:0046777; GO:0006355; GO:0023014	Escherichia coli (strain K12)	atoS b2219 JW2213
